accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date	tax_id	identified_by	nums	colls	verbatimRecordedByID	recordedByLastName	recordedBy.x	recordedByID	numbers	gbifbc	taxon	taxonLabel	gbifID	scientificName	countryCode	recordedBy	eventDate	institutionCode	basisOfRecord
FJ226556			Colletoecema sp. Dessein & Sonke 1608 atpB-rbcL intergenic spacer and ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial sequence; chloroplast.	Colletoecema magna			Cameroon, Dessein & Sonke 1608 (BR)					564788		1608		D173	Dessein	Dessein S.	https://orcid.org/0000-0002-3179-4005	1608	BR0000005519514	http://www.wikidata.org/entity/Q15431451	Colletoecema magna	1839402480	Colletoecema magna Sonké & Dessein	CM	Dessein S.	2007-03-15T00:00:00	BR	PRESERVED_SPECIMEN
FJ907031			Morinda titanophylla voucher Troupin 10732 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene, complete sequence; and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Morinda titanophylla			Troupin 10732 (BR)					659064		10732		T012|TROUG	Troupin|Troupin	Troupin O.|Troupin G.	|https://viaf.org/viaf/67849192/	10732	BR6102009809128	http://www.wikidata.org/entity/Q15475205	Morinda titanophylla	1840894717	Morinda titanophylla E.M.A.Petit		Troupin G.		BR	PRESERVED_SPECIMEN
FJ907031			Morinda titanophylla voucher Troupin 10732 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene, complete sequence; and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Morinda titanophylla			Troupin 10732 (BR)					659064		10732		T012|TROUG	Troupin|Troupin	Troupin O.|Troupin G.	|https://viaf.org/viaf/67849192/	10732	BR0000008782113	http://www.wikidata.org/entity/Q15475205	Morinda titanophylla	1839520282	Morinda titanophylla E.M.A.Petit	CD	Troupin G.	1959-09-08T00:00:00	BR	PRESERVED_SPECIMEN
FJ907092			Morinda titanophylla voucher Troupin 10732 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.	Morinda titanophylla			Troupin 10732 (BR)					659064		10732		T012|TROUG	Troupin|Troupin	Troupin O.|Troupin G.	|https://viaf.org/viaf/67849192/	10732	BR6102009809128	http://www.wikidata.org/entity/Q15475205	Morinda titanophylla	1840894717	Morinda titanophylla E.M.A.Petit		Troupin G.		BR	PRESERVED_SPECIMEN
FJ907092			Morinda titanophylla voucher Troupin 10732 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.	Morinda titanophylla			Troupin 10732 (BR)					659064		10732		T012|TROUG	Troupin|Troupin	Troupin O.|Troupin G.	|https://viaf.org/viaf/67849192/	10732	BR0000008782113	http://www.wikidata.org/entity/Q15475205	Morinda titanophylla	1839520282	Morinda titanophylla E.M.A.Petit	CD	Troupin G.	1959-09-08T00:00:00	BR	PRESERVED_SPECIMEN
FJ907157			Morinda titanophylla voucher Troupin 10732 (BR) external transcribed spacer, partial sequence.	Morinda titanophylla			Troupin 10732 (BR)					659064		10732		T012|TROUG	Troupin|Troupin	Troupin O.|Troupin G.	|https://viaf.org/viaf/67849192/	10732	BR6102009809128	http://www.wikidata.org/entity/Q15475205	Morinda titanophylla	1840894717	Morinda titanophylla E.M.A.Petit		Troupin G.		BR	PRESERVED_SPECIMEN
FJ907157			Morinda titanophylla voucher Troupin 10732 (BR) external transcribed spacer, partial sequence.	Morinda titanophylla			Troupin 10732 (BR)					659064		10732		T012|TROUG	Troupin|Troupin	Troupin O.|Troupin G.	|https://viaf.org/viaf/67849192/	10732	BR0000008782113	http://www.wikidata.org/entity/Q15475205	Morinda titanophylla	1839520282	Morinda titanophylla E.M.A.Petit	CD	Troupin G.	1959-09-08T00:00:00	BR	PRESERVED_SPECIMEN
FM160670	Democratic Republic of the Congo		Virectaria major subsp. spathulata ETS, specimen voucher Lejoly 2934 (BR)	Virectaria major subsp. spathulata			Lejoly 2934 (BR)					519884		2934		LEJOJ|L026	Lejoly|Le	Lejoly J.|Le Gal.	https://viaf.org/viaf/284547667/|	2934	BR0000009015401	http://www.wikidata.org/entity/Q28820696	Virectaria major subsp. spathulata	1839538344	Virectaria major subsp. spathulata (Verdc.) Dessein & Robbr.	CD	Lejoly J.	1978-03-12T00:00:00	BR	PRESERVED_SPECIMEN
GQ463282			Morinda titanophylla voucher Troupin 10732 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Morinda titanophylla			Troupin 10732 (BR)					659064		10732		T012|TROUG	Troupin|Troupin	Troupin O.|Troupin G.	|https://viaf.org/viaf/67849192/	10732	BR6102009809128	http://www.wikidata.org/entity/Q15475205	Morinda titanophylla	1840894717	Morinda titanophylla E.M.A.Petit		Troupin G.		BR	PRESERVED_SPECIMEN
GQ463282			Morinda titanophylla voucher Troupin 10732 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Morinda titanophylla			Troupin 10732 (BR)					659064		10732		T012|TROUG	Troupin|Troupin	Troupin O.|Troupin G.	|https://viaf.org/viaf/67849192/	10732	BR0000008782113	http://www.wikidata.org/entity/Q15475205	Morinda titanophylla	1839520282	Morinda titanophylla E.M.A.Petit	CD	Troupin G.	1959-09-08T00:00:00	BR	PRESERVED_SPECIMEN
HG971811	Ghana		Alchornea floribunda plastid DNA containing partial tRNA-Leu gene and trnL-trnF IGS, specimen voucher A. A. Enti SP580 (BR), isolate EPH115	Alchornea floribunda			A. A. Enti SP580 (BR)					1487781		SP580		ENTIA	Enti	Enti A.A.	https://viaf.org/viaf/41052514/	580	BR0000005732586	http://www.wikidata.org/entity/Q4713059	Alchornea floribunda	1839418714	Alchornea floribunda Müll.Arg.	GH	Enti A.A.	1972-02-16T00:00:00	BR	PRESERVED_SPECIMEN
HG971835	Botswana		Cephalocroton mollis plastid DNA containing partial tRNA-Leu gene and trnL-trnF IGS, specimen voucher L. Liebenberg 8961 (BR), isolate EPH123	Cephalocroton mollis			L. Liebenberg 8961 (BR)					316804		8961		LIEBL|LIYU1	Liebenberg|Li	Liebenberg L.|Li Y.	https://viaf.org/viaf/27149717642610952684/|	8961	BR0000005733361	http://www.wikidata.org/entity/Q15387572	Cephalocroton mollis	1839418844	Cephalocroton mollis Klotzsch	BW	Liebenberg L.	1979-04-19T00:00:00	BR	PRESERVED_SPECIMEN
HG971871	Senegal		Erythrococca africana plastid DNA containing partial tRNA-Leu gene and trnL-trnF IGS, specimen voucher C. Vanden Berghen 8806 (BR), isolate EPH149	Erythrococca africana			C. Vanden Berghen 8806 (BR)					1487809		8806		BERGC|V008	Berg|Vanden Berghen	Berg C.C.|Vanden Berghen C.	|https://viaf.org/viaf/115629741/	8806	BR0000005730438	http://www.wikidata.org/entity/Q15375839	Erythrococca africana	1839418600	Erythrococca africana Prain	SN	Vanden Berghen C.	1989-07-26T00:00:00	BR	PRESERVED_SPECIMEN
HG971902	Cameroon		Mareya brevipes plastid DNA containing partial tRNA-Leu gene and trnL-trnF IGS, specimen voucher J. Lejoly 86/1039 (BR), isolate EPH159	Mareya brevipes			J. Lejoly 86/1039 (BR)					1487814		86/1039		LEJOJ|L026	Lejoly|Le	Lejoly J.|Le Gal.	https://viaf.org/viaf/284547667/|	861039	BR0000005730582	http://www.wikidata.org/entity/Q15364991	Mareya brevipes	1839418638	Mareya brevipes Pax	CM	Lejoly J.	1986-12-16T00:00:00	BR	PRESERVED_SPECIMEN
HG971903	Gabon		Mareyopsis longifolia plastid DNA containing partial tRNA-Leu gene and trnL-trnF IGS, specimen voucher G. McPherson 16174 (BR), isolate EPH164	Mareyopsis longifolia			G. McPherson 16174 (BR)					316649		16174		MCPHG1|M036	McPherson|Mc.	McPherson G.|Mc. Nabb	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fa369a39-e6b9-4f18-9f9d-74422e8d2ab6|	16174	BR0000005730070	http://www.wikidata.org/entity/Q15363738	Mareyopsis longifolia	1839418626	Mareyopsis longifolia Pax & K.Hoffm.	GA	McPherson G.	1993-11-10T00:00:00	BR	PRESERVED_SPECIMEN
HG971903	Gabon		Mareyopsis longifolia plastid DNA containing partial tRNA-Leu gene and trnL-trnF IGS, specimen voucher G. McPherson 16174 (BR), isolate EPH164	Mareyopsis longifolia			G. McPherson 16174 (BR)					316649		16174		MCPHG1|M036	McPherson|Mc.	McPherson G.|Mc. Nabb	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fa369a39-e6b9-4f18-9f9d-74422e8d2ab6|	16174	BR0000005730551	http://www.wikidata.org/entity/Q15363738	Mareyopsis longifolia	1839418650	Mareyopsis longifolia Pax & K.Hoffm.	GA	McPherson G.	1993-11-10T00:00:00	BR	PRESERVED_SPECIMEN
HG971929	Central African Republic		Pycnocoma chevalieri plastid DNA containing partial tRNA-Leu gene and trnL-trnF IGS, specimen voucher Harris & Fay 6 (BR), isolate EPH167	Pycnocoma chevalieri			Harris & Fay 6 (BR)					1487832		6		HARRS|HARRD|RICHARRIS|HARRC|HARRW|HARRS1|FAYJ|HARRT|HARRL|HARRB	Harris|Harris|Harris|Harris|Harris|Harris|Fay|Harris|Harris|Harris	Harris S.K.|Harris D.J.|Harris R.C.|Harris C.M.|Harris W.H.|Harris S.F.|Fay J.M.|Harris T.M.|Harris L.D.|Harris B.J.	|http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a1655e4f-a29f-497b-8312-6aec90e21470|||https://www.ipni.org/ipni/idAuthorSearch.do?id=3679-1||http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/70474c46-a3d5-4eed-8eb9-7dd489294673|||http://www.wikidata.org/entity/Q62990232	6	BR0000100018486	http://www.wikidata.org/entity/Q15372962	Pycnocoma chevalieri	1840561231	Pycnocoma chevalieri Beille	CF	Harris D.J.		BR	PRESERVED_SPECIMEN
HG971978	Ghana		Alchornea floribunda plastid DNA containing petB-petD IGS and partial petD gene, specimen voucher A. A. Enti SP580 (BR), isolate EPH115	Alchornea floribunda			A. A. Enti SP580 (BR)					1487781		SP580		ENTIA	Enti	Enti A.A.	https://viaf.org/viaf/41052514/	580	BR0000005732586	http://www.wikidata.org/entity/Q4713059	Alchornea floribunda	1839418714	Alchornea floribunda Müll.Arg.	GH	Enti A.A.	1972-02-16T00:00:00	BR	PRESERVED_SPECIMEN
HG972002	Botswana		Cephalocroton mollis plastid DNA containing petB-petD IGS and partial petD gene, specimen voucher L. Liebenberg 8961 (BR), isolate EPH123	Cephalocroton mollis			L. Liebenberg 8961 (BR)					316804		8961		LIEBL|LIYU1	Liebenberg|Li	Liebenberg L.|Li Y.	https://viaf.org/viaf/27149717642610952684/|	8961	BR0000005733361	http://www.wikidata.org/entity/Q15387572	Cephalocroton mollis	1839418844	Cephalocroton mollis Klotzsch	BW	Liebenberg L.	1979-04-19T00:00:00	BR	PRESERVED_SPECIMEN
HG972038	Senegal		Erythrococca africana plastid DNA containing petB-petD IGS and partial petD gene, specimen voucher C. Vanden Berghen 8806 (BR), isolate EPH149	Erythrococca africana			C. Vanden Berghen 8806 (BR)					1487809		8806		BERGC|V008	Berg|Vanden Berghen	Berg C.C.|Vanden Berghen C.	|https://viaf.org/viaf/115629741/	8806	BR0000005730438	http://www.wikidata.org/entity/Q15375839	Erythrococca africana	1839418600	Erythrococca africana Prain	SN	Vanden Berghen C.	1989-07-26T00:00:00	BR	PRESERVED_SPECIMEN
HG972069	Cameroon		Mareya brevipes plastid DNA containing petB-petD IGS and partial petD gene, specimen voucher J. Lejoly 86/1039 (BR), isolate EPH159	Mareya brevipes			J. Lejoly 86/1039 (BR)					1487814		86/1039		LEJOJ|L026	Lejoly|Le	Lejoly J.|Le Gal.	https://viaf.org/viaf/284547667/|	861039	BR0000005730582	http://www.wikidata.org/entity/Q15364991	Mareya brevipes	1839418638	Mareya brevipes Pax	CM	Lejoly J.	1986-12-16T00:00:00	BR	PRESERVED_SPECIMEN
HG972070	Gabon		Mareyopsis longifolia plastid DNA containing petB-petD IGS and partial petD gene, specimen voucher G. McPherson 16174 (BR), isolate EPH164	Mareyopsis longifolia			G. McPherson 16174 (BR)					316649		16174		MCPHG1|M036	McPherson|Mc.	McPherson G.|Mc. Nabb	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fa369a39-e6b9-4f18-9f9d-74422e8d2ab6|	16174	BR0000005730070	http://www.wikidata.org/entity/Q15363738	Mareyopsis longifolia	1839418626	Mareyopsis longifolia Pax & K.Hoffm.	GA	McPherson G.	1993-11-10T00:00:00	BR	PRESERVED_SPECIMEN
HG972070	Gabon		Mareyopsis longifolia plastid DNA containing petB-petD IGS and partial petD gene, specimen voucher G. McPherson 16174 (BR), isolate EPH164	Mareyopsis longifolia			G. McPherson 16174 (BR)					316649		16174		MCPHG1|M036	McPherson|Mc.	McPherson G.|Mc. Nabb	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fa369a39-e6b9-4f18-9f9d-74422e8d2ab6|	16174	BR0000005730551	http://www.wikidata.org/entity/Q15363738	Mareyopsis longifolia	1839418650	Mareyopsis longifolia Pax & K.Hoffm.	GA	McPherson G.	1993-11-10T00:00:00	BR	PRESERVED_SPECIMEN
HG972096	Central African Republic		Pycnocoma chevalieri plastid DNA containing petB-petD IGS and partial petD gene, specimen voucher Harris & Fay 6 (BR), isolate EPH167	Pycnocoma chevalieri			Harris & Fay 6 (BR)					1487832		6		HARRS|HARRD|RICHARRIS|HARRC|HARRW|HARRS1|FAYJ|HARRT|HARRL|HARRB	Harris|Harris|Harris|Harris|Harris|Harris|Fay|Harris|Harris|Harris	Harris S.K.|Harris D.J.|Harris R.C.|Harris C.M.|Harris W.H.|Harris S.F.|Fay J.M.|Harris T.M.|Harris L.D.|Harris B.J.	|http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a1655e4f-a29f-497b-8312-6aec90e21470|||https://www.ipni.org/ipni/idAuthorSearch.do?id=3679-1||http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/70474c46-a3d5-4eed-8eb9-7dd489294673|||http://www.wikidata.org/entity/Q62990232	6	BR0000100018486	http://www.wikidata.org/entity/Q15372962	Pycnocoma chevalieri	1840561231	Pycnocoma chevalieri Beille	CF	Harris D.J.		BR	PRESERVED_SPECIMEN
HM042478			Poecilocalyx crystallinus voucher Breteler 6859 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Poecilocalyx crystallinus			Breteler 6859 (BR)					564785		6859		BRETF	Breteler	Breteler F.J.	https://viaf.org/viaf/73904812/	6859	BR0000008608260	http://www.wikidata.org/entity/Q15488934	Poecilocalyx crystallinus	1839506015	Poecilocalyx crystallinus N.Hallé	GA	Breteler F.J.	1970-10-12T00:00:00	BR	PRESERVED_SPECIMEN
HM042483			Stelechantha arcuata voucher de Wilde 8009 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Stelechantha arcuata			de Wilde 8009 (BR)					887262		8009		WILDH|DWW|WILDJ|WLDPA	Wild|de Wilde|de Wilde|de Wilde	Wild H.|de Wilde W.J.J.O.|de Wilde J.J.F.E.|de Wilde P.A.W.J	https://viaf.org/viaf/215944325/|https://viaf.org/viaf/53245061/|https://viaf.org/viaf/92882188/|	8009	BR0000019683744	http://www.wikidata.org/entity/Q7606979	Stelechantha arcuata	1840419144	Stelechantha arcuata S.E.Dawson	CM	de Wilde J.J.F.E.	1975-02-26T00:00:00	BR	PRESERVED_SPECIMEN
HM042486			Pauridiantha bridelioides voucher Bridson 584 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Pauridiantha bridelioides			Bridson 584 (BR)					887263		584		BRIDD	Bridson	Bridson D.	https://viaf.org/viaf/112128241/	584	BR0000008349842	http://www.wikidata.org/entity/Q15483655	Pauridiantha bridelioides	1839489911	Pauridiantha bridelioides Verdc.	TZ	Bridson D.	1984-08-27T00:00:00	BR	PRESERVED_SPECIMEN
HM042487			Pauridiantha callicarpoides voucher Lejoly 86/347 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Pauridiantha callicarpoides			Lejoly 86/347 (BR)					564780		86/347		LEJOJ|L026	Lejoly|Le	Lejoly J.|Le Gal.	https://viaf.org/viaf/284547667/|	86347	BR0000008345257	http://www.wikidata.org/entity/Q15483735	Pauridiantha callicarpoides	1839489750	Pauridiantha callicarpoides (Hiern) Bremek.	CG	Lejoly J.	1986-11-21T00:00:00	BR	PRESERVED_SPECIMEN
HM042536			Poecilocalyx crystallinus voucher Breteler 6859 (BR) external transcribed spacer, partial sequence.	Poecilocalyx crystallinus			Breteler 6859 (BR)					564785		6859		BRETF	Breteler	Breteler F.J.	https://viaf.org/viaf/73904812/	6859	BR0000008608260	http://www.wikidata.org/entity/Q15488934	Poecilocalyx crystallinus	1839506015	Poecilocalyx crystallinus N.Hallé	GA	Breteler F.J.	1970-10-12T00:00:00	BR	PRESERVED_SPECIMEN
HM042540			Stelechantha arcuata voucher de Wilde 8009 (BR) external transcribed spacer, partial sequence.	Stelechantha arcuata			de Wilde 8009 (BR)					887262		8009		WILDH|DWW|WILDJ|WLDPA	Wild|de Wilde|de Wilde|de Wilde	Wild H.|de Wilde W.J.J.O.|de Wilde J.J.F.E.|de Wilde P.A.W.J	https://viaf.org/viaf/215944325/|https://viaf.org/viaf/53245061/|https://viaf.org/viaf/92882188/|	8009	BR0000019683744	http://www.wikidata.org/entity/Q7606979	Stelechantha arcuata	1840419144	Stelechantha arcuata S.E.Dawson	CM	de Wilde J.J.F.E.	1975-02-26T00:00:00	BR	PRESERVED_SPECIMEN
HM042543			Pauridiantha bridelioides voucher Bridson 584 (BR) external transcribed spacer, partial sequence.	Pauridiantha bridelioides			Bridson 584 (BR)					887263		584		BRIDD	Bridson	Bridson D.	https://viaf.org/viaf/112128241/	584	BR0000008349842	http://www.wikidata.org/entity/Q15483655	Pauridiantha bridelioides	1839489911	Pauridiantha bridelioides Verdc.	TZ	Bridson D.	1984-08-27T00:00:00	BR	PRESERVED_SPECIMEN
HM042544			Pauridiantha callicarpoides voucher Lejoly 86/347 (BR) external transcribed spacer, partial sequence.	Pauridiantha callicarpoides			Lejoly 86/347 (BR)					564780		86/347		LEJOJ|L026	Lejoly|Le	Lejoly J.|Le Gal.	https://viaf.org/viaf/284547667/|	86347	BR0000008345257	http://www.wikidata.org/entity/Q15483735	Pauridiantha callicarpoides	1839489750	Pauridiantha callicarpoides (Hiern) Bremek.	CG	Lejoly J.	1986-11-21T00:00:00	BR	PRESERVED_SPECIMEN
HM042571			Stelechantha arcuata voucher de Wilde 8009 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Stelechantha arcuata			de Wilde 8009 (BR)					887262		8009		WILDH|DWW|WILDJ|WLDPA	Wild|de Wilde|de Wilde|de Wilde	Wild H.|de Wilde W.J.J.O.|de Wilde J.J.F.E.|de Wilde P.A.W.J	https://viaf.org/viaf/215944325/|https://viaf.org/viaf/53245061/|https://viaf.org/viaf/92882188/|	8009	BR0000019683744	http://www.wikidata.org/entity/Q7606979	Stelechantha arcuata	1840419144	Stelechantha arcuata S.E.Dawson	CM	de Wilde J.J.F.E.	1975-02-26T00:00:00	BR	PRESERVED_SPECIMEN
HM042573			Pauridiantha bridelioides voucher Bridson 584 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pauridiantha bridelioides			Bridson 584 (BR)					887263		584		BRIDD	Bridson	Bridson D.	https://viaf.org/viaf/112128241/	584	BR0000008349842	http://www.wikidata.org/entity/Q15483655	Pauridiantha bridelioides	1839489911	Pauridiantha bridelioides Verdc.	TZ	Bridson D.	1984-08-27T00:00:00	BR	PRESERVED_SPECIMEN
HM042574			Pauridiantha callicarpoides voucher Lejoly 86/347 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pauridiantha callicarpoides			Lejoly 86/347 (BR)					564780		86/347		LEJOJ|L026	Lejoly|Le	Lejoly J.|Le Gal.	https://viaf.org/viaf/284547667/|	86347	BR0000008345257	http://www.wikidata.org/entity/Q15483735	Pauridiantha callicarpoides	1839489750	Pauridiantha callicarpoides (Hiern) Bremek.	CG	Lejoly J.	1986-11-21T00:00:00	BR	PRESERVED_SPECIMEN
HM042594			Stelechantha arcuata voucher de Wilde 8009 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene, complete sequence; and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Stelechantha arcuata			de Wilde 8009 (BR)					887262		8009		WILDH|DWW|WILDJ|WLDPA	Wild|de Wilde|de Wilde|de Wilde	Wild H.|de Wilde W.J.J.O.|de Wilde J.J.F.E.|de Wilde P.A.W.J	https://viaf.org/viaf/215944325/|https://viaf.org/viaf/53245061/|https://viaf.org/viaf/92882188/|	8009	BR0000019683744	http://www.wikidata.org/entity/Q7606979	Stelechantha arcuata	1840419144	Stelechantha arcuata S.E.Dawson	CM	de Wilde J.J.F.E.	1975-02-26T00:00:00	BR	PRESERVED_SPECIMEN
HM042609			Poecilocalyx crystallinus voucher Breteler 6859 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene, complete sequence; and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Poecilocalyx crystallinus			Breteler 6859 (BR)					564785		6859		BRETF	Breteler	Breteler F.J.	https://viaf.org/viaf/73904812/	6859	BR0000008608260	http://www.wikidata.org/entity/Q15488934	Poecilocalyx crystallinus	1839506015	Poecilocalyx crystallinus N.Hallé	GA	Breteler F.J.	1970-10-12T00:00:00	BR	PRESERVED_SPECIMEN
HM042616			Pauridiantha bridelioides voucher Bridson 584 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene, complete sequence; and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pauridiantha bridelioides			Bridson 584 (BR)					887263		584		BRIDD	Bridson	Bridson D.	https://viaf.org/viaf/112128241/	584	BR0000008349842	http://www.wikidata.org/entity/Q15483655	Pauridiantha bridelioides	1839489911	Pauridiantha bridelioides Verdc.	TZ	Bridson D.	1984-08-27T00:00:00	BR	PRESERVED_SPECIMEN
HM042617			Pauridiantha callicarpoides voucher Lejoly 86/347 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene, complete sequence; and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pauridiantha callicarpoides			Lejoly 86/347 (BR)					564780		86/347		LEJOJ|L026	Lejoly|Le	Lejoly J.|Le Gal.	https://viaf.org/viaf/284547667/|	86347	BR0000008345257	http://www.wikidata.org/entity/Q15483735	Pauridiantha callicarpoides	1839489750	Pauridiantha callicarpoides (Hiern) Bremek.	CG	Lejoly J.	1986-11-21T00:00:00	BR	PRESERVED_SPECIMEN
HQ454515			Arthothelium galapagoense voucher Ertz 11654 (BR) large subunit ribosomal RNA gene, partial sequence.	Arthothelium galapagoense			Ertz 11654 (BR)					1010675		11654		E044	Ertz	Ertz D.	https://orcid.org/0000-0001-8746-3187	11654	BR5030003760743	http://www.wikidata.org/entity/Q21243212	Arthothelium galapagoense	1840748308	Arthothelium galapagoense Huneck & Follmann	EC	Ertz D.	2007-10-25T00:00:00	BR	PRESERVED_SPECIMEN
HQ454516			Arthothelium galapagoense voucher Ertz 11790 (BR) large subunit ribosomal RNA gene, partial sequence.	Arthothelium galapagoense			Ertz 11790 (BR)					1010675		11790		E044	Ertz	Ertz D.	https://orcid.org/0000-0001-8746-3187	11790	BR5030003858754	http://www.wikidata.org/entity/Q21243212	Arthothelium galapagoense	1840748327	Arthothelium galapagoense Huneck & Follmann	EC	Ertz D.	2007-11-12T00:00:00	BR	PRESERVED_SPECIMEN
HQ454527			Dendrographa alectoroides voucher Ertz 12418 (BR) large subunit ribosomal RNA gene, partial sequence.	Dendrographa alectoroides			Ertz 12418 (BR)					86791		12418		E044	Ertz	Ertz D.	https://orcid.org/0000-0001-8746-3187	12418	BR5030006536376	http://www.wikidata.org/entity/Q10468919	Dendrographa alectoroides	1840750722	Dendrographa alectoroides Sundin & Tehler	US	Ertz D.	2008-07-18T00:00:00	BR	PRESERVED_SPECIMEN
HQ454548			Lecanographa atropunctata voucher Ertz 9869 (BR) large subunit ribosomal RNA gene, partial sequence.	Lecanographa atropunctata			Ertz 9869 (BR)					1010839		9869		E044	Ertz	Ertz D.	https://orcid.org/0000-0001-8746-3187	9869	BR5030008148003	http://www.wikidata.org/entity/Q10555608	Lecanographa atropunctata	1840751764	Lecanographa atropunctata Sparrius, Saipunk. & Wolseley	GA	Ertz D.	2006-04-16T00:00:00	BR	PRESERVED_SPECIMEN
HQ454549			Lecanographa dialeuca voucher Ertz 10543 (BR) large subunit ribosomal RNA gene, partial sequence.	Lecanographa dialeuca			Ertz 10543 (BR)					1016794		10543		E044	Ertz	Ertz D.	https://orcid.org/0000-0001-8746-3187	10543	BR5030000636546	http://www.wikidata.org/entity/Q21273252	Lecanographa dialeuca	1840746131	Lecanographa dialeuca (Cromb.) Egea & Torrente	PT	Ertz D.	2007-04-06T00:00:00	BR	PRESERVED_SPECIMEN
HQ454550			Lecanographa dialeuca voucher Ertz 10569 (BR) large subunit ribosomal RNA gene, partial sequence.	Lecanographa dialeuca			Ertz 10569 (BR)					1016794		10569		E044	Ertz	Ertz D.	https://orcid.org/0000-0001-8746-3187	10569	BR5030000610287	http://www.wikidata.org/entity/Q21273252	Lecanographa dialeuca	2243315092	Lecanographa dialeuca (Cromb.) Egea & Torrente	PT	Ertz D.	2007-04-06T00:00:00	BR	PRESERVED_SPECIMEN
HQ454561			Lecanographa uniseptata voucher Ertz 9859 (BR) large subunit ribosomal RNA gene, partial sequence.	Lecanographa uniseptata			Ertz 9859 (BR)					1016801		9859		E044	Ertz	Ertz D.	https://orcid.org/0000-0001-8746-3187	9859	BR5030008147969	http://www.wikidata.org/entity/Q17390961	Lecanographa uniseptata	2243315649	Lecanographa uniseptata Ertz, van den Boom, Tehler & Degreef	GA	Ertz D.	2006-04-16T00:00:00	BR	PRESERVED_SPECIMEN
HQ454561			Lecanographa uniseptata voucher Ertz 9859 (BR) large subunit ribosomal RNA gene, partial sequence.	Lecanographa uniseptata			Ertz 9859 (BR)					1016801		9859		E044	Ertz	Ertz D.	https://orcid.org/0000-0001-8746-3187	9859	BR5030015094591	http://www.wikidata.org/entity/Q17390961	Lecanographa uniseptata	2243316988	Lecanographa uniseptata Ertz, van den Boom, Tehler & Degreef	GA	Ertz D.	2006-04-16T00:00:00	BR	PRESERVED_SPECIMEN
HQ454561			Lecanographa uniseptata voucher Ertz 9859 (BR) large subunit ribosomal RNA gene, partial sequence.	Lecanographa uniseptata			Ertz 9859 (BR)					1016801		9859		E044	Ertz	Ertz D.	https://orcid.org/0000-0001-8746-3187	9859	BR5030015093587	http://www.wikidata.org/entity/Q17390961	Lecanographa uniseptata	2243316620	Lecanographa uniseptata Ertz, van den Boom, Tehler & Degreef	GA	Ertz D.	2006-04-16T00:00:00	BR	PRESERVED_SPECIMEN
